Address,Value,Soft Miss,Hard Miss, Hit, Evicted Page, Dirty Bit
7F12,109,1,1,0,104,0
37A9,103,1,1,0,106,0
5466,4,1,1,0,109,0
5E89,9,1,1,0,124,0
7594,227,1,1,0,126,0
5C02,15,1,1,0,142,0
B007,127,1,1,0,155,0
DE0A,62,1,0,1,0,0
FC50,247,1,1,0,160,0
1A65,51,1,1,0,166,0
4DDA,106,1,1,0,176,0
5B93,245,1,1,0,200,1
1FF7,67,1,1,0,222,0
